WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
5010029-002,1.86,U,10/9/2003,pCi/L,,UNK,37.7558327,-121.008384,MUNICIPAL,,139,132,DHS,5010029-002,WELL 282 - DEL RIO
5010029-002,1,U,3/30/1989,pCi/L,<,UNK,37.7558327,-121.008384,MUNICIPAL,,139,132,DHS,5010029-002,WELL 282 - DEL RIO
2410009-023,0,U,5/29/2002,pCi/L,<,UNK,37.2922599,-120.45376,MUNICIPAL,,0,80,DHS,2410009-023,WELL 02C - RAW
5000411-003,0,U,3/21/2007,pCi/L,<,UNK,37.7268594,-121.008384,MUNICIPAL,,310,38,DHS,5000411-003,WELL #3 WEST PARK
5000411-003,0,U,6/19/2007,pCi/L,<,UNK,37.7268594,-121.008384,MUNICIPAL,,310,38,DHS,5000411-003,WELL #3 WEST PARK
5010010-001,8,U,1/7/1992,pCi/L,,UNK,37.6399395,-120.968768,MUNICIPAL,,,,DHS,5010010-001,AIRPORT WELL - ABANDONED
5010005-008,2,U,9/14/1992,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,240,120,DHS,5010005-008,WELL 298
5010005-008,5.48,U,5/7/1997,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,240,120,DHS,5010005-008,WELL 298
5010005-001,0,U,9/6/2005,pCi/L,<,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,0,U,8/7/1996,pCi/L,<,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,0,U,8/9/2001,pCi/L,<,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,0.1,U,2/12/2003,pCi/L,,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,0.54,U,10/11/1999,pCi/L,,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,1,U,12/14/1988,pCi/L,<,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,1.57,U,7/15/2004,pCi/L,,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-001,1.8,U,2/7/2018,pCi/L,,UNK,37.6978861,-121.087616,MUNICIPAL,,225,85,DHS,5010005-001,WELL 250 - SALIDA GAS
5010005-009,0,U,2/12/2001,pCi/L,<,UNK,37.7268594,-121.087616,MUNICIPAL,,235,120,DHS,5010005-009,WELL 299
5010005-009,3.1,U,7/15/2004,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,235,120,DHS,5010005-009,WELL 299
5010005-009,4.66,U,8/9/2001,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,235,120,DHS,5010005-009,WELL 299
5010010-130,0,U,1/6/2005,pCi/L,<,UNK,37.6978861,-121.008384,MUNICIPAL,,0,55,DHS,5010010-130,WELL 264 - SHERWOOD FOREST
5010010-130,0.1,U,6/18/1992,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,0,55,DHS,5010010-130,WELL 264 - SHERWOOD FOREST
5010010-130,1,U,9/23/1992,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,0,55,DHS,5010010-130,WELL 264 - SHERWOOD FOREST
5010010-130,0.78,U,7/15/2004,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,0,55,DHS,5010010-130,WELL 264 - SHERWOOD FOREST
5010010-130,0.73,U,3/15/2001,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,0,55,DHS,5010010-130,WELL 264 - SHERWOOD FOREST
2410011-005,0.25,U,6/22/2004,pCi/L,,UNK,37.2343133,-120.25568,MUNICIPAL,,234,70,DHS,2410011-005,WELL 04
5010006-001,0.87,U,2/5/2004,pCi/L,,UNK,37.6399395,-120.770688,MUNICIPAL,,290,55,DHS,5010006-001,WELL NO. 242
5010006-001,0.39,U,2/3/1997,pCi/L,,UNK,37.6399395,-120.770688,MUNICIPAL,,290,55,DHS,5010006-001,WELL NO. 242
5010010-190,2,U,7/16/1992,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,,,DHS,5010010-190,WELL 249 - EMPIRE GAS - ABANDONED
5000517-001,0.418,U,10/23/2007,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,330,40,DHS,5000517-001,WELL
2000659-004,1.3,U,8/22/2007,pCi/L,,UNK,36.9445803,-120.097216,MUNICIPAL,,0,0,DHS,2000659-004,SOURCE WELL 4
2410007-005,4.1,U,12/1/2005,pCi/L,,UNK,37.2922599,-120.334912,MUNICIPAL,,130,50,DHS,2410007-005,WELL 04
5010018-005,2,U,10/6/2016,pCi/L,,UNK,37.7268594,-120.968768,MUNICIPAL,,130,130,DHS,5010018-005,WELL 05 - INACTIVE
2410001-018,0.8,U,3/9/1992,pCi/L,,UNK,37.3502065,-120.572608,MUNICIPAL,,380,220,DHS,2410001-018,WELL 18
2410001-018,0.804,U,12/7/2015,pCi/L,,UNK,37.3502065,-120.572608,MUNICIPAL,,380,220,DHS,2410001-018,WELL 18
5010010-062,0.87,U,1/17/2001,pCi/L,,UNK,37.6978861,-120.929152,MUNICIPAL,,0,190,DHS,5010010-062,WELL 052
5010010-062,3.16,U,12/4/2002,pCi/L,,UNK,37.6978861,-120.929152,MUNICIPAL,,0,190,DHS,5010010-062,WELL 052
5010010-062,4.57,U,5/6/2004,pCi/L,,UNK,37.6978861,-120.929152,MUNICIPAL,,0,190,DHS,5010010-062,WELL 052
5010010-062,0,U,11/1/1991,pCi/L,<,UNK,37.6978861,-120.929152,MUNICIPAL,,0,190,DHS,5010010-062,WELL 052
5010010-062,3.1,U,9/2/1993,pCi/L,,UNK,37.6978861,-120.929152,MUNICIPAL,,0,190,DHS,5010010-062,WELL 052
5010010-062,3.1,U,9/3/1993,pCi/L,,UNK,37.6978861,-120.929152,MUNICIPAL,,0,190,DHS,5010010-062,WELL 052
5010010-170,2.22,U,12/11/2000,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,75,DHS,5010010-170,WELL 308
5010010-170,2.7,U,10/11/2005,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,75,DHS,5010010-170,WELL 308
5010010-170,1,U,4/13/1994,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,75,DHS,5010010-170,WELL 308
5010029-001,0,U,9/20/2001,pCi/L,<,UNK,37.7268594,-121.008384,MUNICIPAL,,380,40,DHS,5010029-001,WELL 271 - HILLCREST ESTATES
5000447-001,0,U,2/22/2016,pCi/L,<,UNK,37.784806,-120.84992,MUNICIPAL,,190,30,DHS,5000447-001,LPA REPORTED PRIMARY SOURCE
2410009-016,1.41,U,8/29/2003,pCi/L,,UNK,37.3212332,-120.493376,MUNICIPAL,,0,136,DHS,2410009-016,WELL 09 - RAW
5010006-004,0.64,U,12/19/2000,pCi/L,,UNK,37.6399395,-120.770688,MUNICIPAL,,200,92,DHS,5010006-004,WELL NO. 286
5010006-004,1,U,9/7/1989,pCi/L,,UNK,37.6399395,-120.770688,MUNICIPAL,,200,92,DHS,5010006-004,WELL NO. 286
2410009-048,1,U,9/1/2016,pCi/L,<,UNK,37.3212332,-120.493376,MUNICIPAL,,256,148,DHS,2410009-048,WELL 15 - RAW
5010006-006,0,U,4/4/2006,pCi/L,<,UNK,37.6399395,-120.770688,MUNICIPAL,,224,80,DHS,5010006-006,WELL NO. 303
5010006-006,0,U,8/25/2005,pCi/L,<,UNK,37.6399395,-120.770688,MUNICIPAL,,224,80,DHS,5010006-006,WELL NO. 303
5010006-006,0.6,U,9/24/1992,pCi/L,,UNK,37.6399395,-120.770688,MUNICIPAL,,224,80,DHS,5010006-006,WELL NO. 303
5010006-006,0.9,U,3/9/1992,pCi/L,,UNK,37.6399395,-120.770688,MUNICIPAL,,224,80,DHS,5010006-006,WELL NO. 303
5010029-004,0,U,3/15/2001,pCi/L,<,UNK,37.7558327,-121.008384,MUNICIPAL,,360,109,DHS,5010029-004,WELL 289 - KRISTINA
5010029-004,0.48,U,5/6/2004,pCi/L,,UNK,37.7558327,-121.008384,MUNICIPAL,,360,109,DHS,5010029-004,WELL 289 - KRISTINA
5010029-004,0,U,3/10/2005,pCi/L,<,UNK,37.7558327,-121.008384,MUNICIPAL,,360,109,DHS,5010029-004,WELL 289 - KRISTINA
2000641-001,0,U,10/5/2016,pCi/L,<,UNK,37.0894468,-120.136832,MUNICIPAL,,0,0,DHS,2000641-001,SOURCE WELL 1
5010010-129,0,U,9/14/2005,pCi/L,<,UNK,37.6978861,-120.968768,MUNICIPAL,,0,45,DHS,5010010-129,WELL 259 - COFFEE VILLAGE 01
5010010-049,0,U,9/13/2005,pCi/L,<,UNK,37.6399395,-120.929152,MUNICIPAL,,0,110,DHS,5010010-049,WELL 047
2400011-012,0,U,11/24/2015,pCi/L,<,UNK,37.3791798,-120.612224,MUNICIPAL,,,,DHS,2400011-012,WELL NO. 2 NW OF PLANT 6/2010
5010010-239,0,U,11/25/2008,pCi/L,<,UNK,37.6978861,-121.048,MUNICIPAL,,,,DHS,5010010-239,WELL 64
2410700-010,1.02,U,3/19/2008,pCi/L,,UNK,37.3791798,-120.572608,MUNICIPAL,,261,469,DHS,2410700-010,WELL 10
5010010-068,0,U,4/6/2005,pCi/L,<,UNK,37.6978861,-120.929152,MUNICIPAL,,162,58,DHS,5010010-068,WELL 054
2000608-001,0.667,U,5/4/2007,pCi/L,<,UNK,36.9445803,-120.097216,MUNICIPAL,,0,0,DHS,2000608-001,SOURCE WELL 1
2010006-001,0.7,U,6/20/2008,pCi/L,<,UNK,36.9445803,-120.017984,MUNICIPAL,,0,15,DHS,2010006-001,WELL 01
2410007-007,1.32,U,11/8/2001,pCi/L,,UNK,37.2922599,-120.334912,MUNICIPAL,,0,46,DHS,2410007-007,WELL 06
5010006-003,0,U,3/3/2005,pCi/L,<,UNK,37.6399395,-120.731072,MUNICIPAL,,124,50,DHS,5010006-003,WELL NO. 245
5010006-003,0,U,5/3/2005,pCi/L,<,UNK,37.6399395,-120.731072,MUNICIPAL,,124,50,DHS,5010006-003,WELL NO. 245
2410007-014,0,U,12/1/2005,pCi/L,<,UNK,37.2922599,-120.334912,MUNICIPAL,,240,60,DHS,2410007-014,WELL 07
2410009-018,0,U,11/26/2001,pCi/L,<,UNK,37.2922599,-120.414144,MUNICIPAL,,0,475,DHS,2410009-018,WELL 10B - DESTROYED 2005
2010002-021,0.63,U,5/24/1996,pCi/L,,UNK,36.9735536,-120.097216,MUNICIPAL,,0,230,DHS,2010002-021,WELL 25 - RAW
2010002-013,0.26,U,5/24/1996,pCi/L,,UNK,36.9445803,-120.0576,MUNICIPAL,,0,360,DHS,2010002-013,WELL 17 - RAW
2010002-001,0.48,U,5/24/1996,pCi/L,-,UNK,37.0025269,-120.097216,MUNICIPAL,,0,360,DHS,2010002-001,WELL 26 - RAW
5010026-001,0,U,9/15/2005,pCi/L,<,UNK,37.6109662,-120.770688,MUNICIPAL,,104,36,DHS,5010026-001,WELL NO. 272
5010026-001,0,U,2/3/1997,pCi/L,<,UNK,37.6109662,-120.770688,MUNICIPAL,,104,36,DHS,5010026-001,WELL NO. 272
5010026-001,1,U,12/16/1992,pCi/L,,UNK,37.6109662,-120.770688,MUNICIPAL,,104,36,DHS,5010026-001,WELL NO. 272
5010010-243,1.7,U,2/1/2012,pCi/L,,UNK,37.6978861,-121.048,MUNICIPAL,,,,DHS,5010010-243,WELL 63
2410700-012,1,U,12/4/2007,pCi/L,<,UNK,37.3502065,-120.572608,MUNICIPAL,,360,515,DHS,2410700-012,WELL 12
5010010-173,2,U,10/12/2005,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,55,DHS,5010010-173,WELL 296
2010006-002,1,U,7/16/1996,pCi/L,<,UNK,36.9445803,-120.017984,MUNICIPAL,,0,15,DHS,2010006-002,WELL 02-INACTIVE
5010005-006,1,U,3/30/1989,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,164,112,DHS,5010005-006,WELL 290 - CLARENDON
5010005-006,1,U,9/23/1992,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,164,112,DHS,5010005-006,WELL 290 - CLARENDON
5010005-006,3.8,U,11/2/2016,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,164,112,DHS,5010005-006,WELL 290 - CLARENDON
5010005-006,2.31,U,11/6/1996,pCi/L,,UNK,37.7268594,-121.087616,MUNICIPAL,,164,112,DHS,5010005-006,WELL 290 - CLARENDON
2010002-024,2.46,U,5/24/1996,pCi/L,,UNK,36.9735536,-120.097216,MUNICIPAL,,370,205,DHS,2010002-024,WELL 29 - RAW
5010005-005,0,U,2/4/1997,pCi/L,<,UNK,37.6978861,-121.087616,MUNICIPAL,,224,62,DHS,5010005-005,WELL 288 - SUNNYBROOK
5010010-043,3.86,U,1/8/2004,pCi/L,,UNK,37.6689128,-120.929152,MUNICIPAL,,124,92,DHS,5010010-043,WELL 041
5010010-043,4.25,U,4/10/2003,pCi/L,,UNK,37.6689128,-120.929152,MUNICIPAL,,124,92,DHS,5010010-043,WELL 041
5010010-053,2.31,U,10/7/2002,pCi/L,,UNK,37.6978861,-121.048,MUNICIPAL,,0,225,DHS,5010010-053,WELL 051
2410007-001,3.4,U,12/1/2005,pCi/L,,UNK,37.2922599,-120.334912,MUNICIPAL,,0,10,DHS,2410007-001,WELL 01-A
5010010-241,0,U,11/18/2008,pCi/L,<,UNK,37.6978861,-121.048,MUNICIPAL,,,,DHS,5010010-241,WELL 61
5000110-002,0.667,U,2/12/2004,pCi/L,<,UNK,37.6399395,-120.968768,MUNICIPAL,,50,10,DHS,5000110-002,NORTH/BACK UP  WELL
5000481-002,2.4,U,12/7/2005,pCi/L,,UNK,37.6689128,-120.770688,MUNICIPAL,,50,20,DHS,5000481-002,OLD WELL (WESTERN BY PLANT)
5010010-047,1.9,U,2/20/2013,pCi/L,,UNK,37.6689128,-120.929152,MUNICIPAL,,0,153,DHS,5010010-047,WELL 045
5010010-047,0,U,3/7/2002,pCi/L,<,UNK,37.6689128,-120.929152,MUNICIPAL,,0,153,DHS,5010010-047,WELL 045
5010010-047,0,U,12/6/2001,pCi/L,<,UNK,37.6689128,-120.929152,MUNICIPAL,,0,153,DHS,5010010-047,WELL 045
5010010-097,2.6,U,6/30/2005,pCi/L,,UNK,37.6689128,-120.968768,MUNICIPAL,,,,DHS,5010010-097,WELL 65 - RAW
5010010-097,2.7,U,9/19/2006,pCi/L,,UNK,37.6689128,-120.968768,MUNICIPAL,,,,DHS,5010010-097,WELL 65 - RAW
2410009-013,2.3,U,5/18/2007,pCi/L,,UNK,37.3212332,-120.45376,MUNICIPAL,,0,93,DHS,2410009-013,WELL 07A - RAW - INACTIVE
2000553-001,0.7,U,5/8/2006,pCi/L,<,UNK,36.8576604,-120.0576,MUNICIPAL,,450,50,DHS,2000553-001,SOURCE WELL 1
2010002-016,1,U,3/27/1996,pCi/L,,UNK,36.9735536,-120.0576,MUNICIPAL,,0,370,DHS,2010002-016,WELL 20 - RAW
5010010-131,0,U,2/6/1997,pCi/L,<,UNK,37.6689128,-121.008384,MUNICIPAL,,0,45,DHS,5010010-131,WELL 262 - HART WELL 02
5010010-131,4.36,U,11/7/1996,pCi/L,,UNK,37.6689128,-121.008384,MUNICIPAL,,0,45,DHS,5010010-131,WELL 262 - HART WELL 02
5010002-020,2,U,9/7/1989,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,,,DHS,5010002-020,WELL 076 - SOUTH CODONI
5010018-007,6.8,U,10/6/2016,pCi/L,,UNK,37.7268594,-120.968768,MUNICIPAL,,209,132,DHS,5010018-007,WELL 07
5010018-007,7.9,U,9/21/2010,pCi/L,,UNK,37.7268594,-120.968768,MUNICIPAL,,209,132,DHS,5010018-007,WELL 07
2410009-004,6.51,U,9/3/2003,pCi/L,,UNK,37.2922599,-120.45376,MUNICIPAL,,0,52,DHS,2410009-004,WELL 02A - RAW
2410009-002,5.2,U,5/23/2007,pCi/L,,UNK,37.3212332,-120.493376,MUNICIPAL,,0,33,DHS,2410009-002,WELL 01B - RAW
2410009-002,4.39,U,11/26/2001,pCi/L,,UNK,37.3212332,-120.493376,MUNICIPAL,,0,33,DHS,2410009-002,WELL 01B - RAW
2410011-003,0,U,12/28/2004,pCi/L,<,UNK,37.2343133,-120.25568,MUNICIPAL,,304,52,DHS,2410011-003,WELL 02 -INACTIVE
5010010-221,0,U,7/6/2005,pCi/L,<,UNK,37.6978861,-120.968768,MUNICIPAL,,0,185,DHS,5010010-221,WELL 058
5010010-045,4,U,9/27/2005,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,151,152,DHS,5010010-045,WELL 043
5010010-045,4.27,U,2/12/2004,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,151,152,DHS,5010010-045,WELL 043
5010010-045,6.31,U,7/15/2004,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,151,152,DHS,5010010-045,WELL 043
2000619-001,8,U,5/19/2010,pCi/L,,UNK,37.0894468,-120.216064,MUNICIPAL,,0,0,DHS,2000619-001,SOURCE WELL 1
5010010-052,12.3,U,10/4/2001,pCi/L,,UNK,37.6978861,-121.008384,MUNICIPAL,,200,90,DHS,5010010-052,WELL 050
5010010-185,4,U,7/15/1992,pCi/L,,UNK,37.6399395,-120.968768,MUNICIPAL,,0,265,DHS,5010010-185,WELL 278 - SCENIC
5010010-185,4.4,U,6/28/2005,pCi/L,,UNK,37.6399395,-120.968768,MUNICIPAL,,0,265,DHS,5010010-185,WELL 278 - SCENIC
5010010-180,3.1,U,5/17/2005,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,55,DHS,5010010-180,WELL 291 - MARIPOSA EAST
5010010-180,5.42,U,8/12/2004,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,55,DHS,5010010-180,WELL 291 - MARIPOSA EAST
5010010-044,6.56,U,2/5/2004,pCi/L,,UNK,37.6978861,-121.048,MUNICIPAL,,144,55,DHS,5010010-044,WELL 042
5010010-186,5.6,U,6/22/2005,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
5010010-186,8.84,U,3/6/2003,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
5010010-186,9.03,U,12/2/2002,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
5010010-186,9.19,U,12/11/2003,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
5010010-186,4,U,1/13/1993,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
5010010-186,9,U,9/15/1992,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
5010010-186,3.54,U,7/6/1999,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
5010010-186,5.87,U,4/5/1999,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,207,DHS,5010010-186,WELL 277 - NORTH CODONI
2010002-012,0.14,U,5/24/1996,pCi/L,-,UNK,36.9735536,-120.0576,MUNICIPAL,,0,330,DHS,2010002-012,WELL 16 - RAW INACTIVE
5000017-001,5.4,U,6/7/2006,pCi/L,,UNK,37.7268594,-120.968768,MUNICIPAL,,150,100,DHS,5000017-001,ARROWOOD (EAST) WELL
5000017-001,12,U,9/26/2006,pCi/L,,UNK,37.7268594,-120.968768,MUNICIPAL,,150,100,DHS,5000017-001,ARROWOOD (EAST) WELL
5010021-001,8.73,U,2/19/2003,pCi/L,,UNK,37.5240463,-120.810304,MUNICIPAL,,98,104,DHS,5010021-001,WELL 01 - DESTROYED                 XCLD
5010021-001,10.2,U,5/19/2003,pCi/L,,UNK,37.5240463,-120.810304,MUNICIPAL,,98,104,DHS,5010021-001,WELL 01 - DESTROYED                 XCLD
5010010-191,3.5,U,6/7/2005,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,50,DHS,5010010-191,WELL 247 - NORTH EMPIRE
5010010-191,5,U,2/7/2000,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,50,DHS,5010010-191,WELL 247 - NORTH EMPIRE
5010010-191,6.03,U,10/7/2004,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,50,DHS,5010010-191,WELL 247 - NORTH EMPIRE
2010002-011,6,U,3/14/1994,pCi/L,,UNK,36.9445803,-120.097216,MUNICIPAL,,195,270,DHS,2010002-011,WELL 15 - RAW
2010002-011,8.66,U,9/12/2003,pCi/L,,UNK,36.9445803,-120.097216,MUNICIPAL,,195,270,DHS,2010002-011,WELL 15 - RAW
2010002-011,14,U,5/19/1994,pCi/L,,UNK,36.9445803,-120.097216,MUNICIPAL,,195,270,DHS,2010002-011,WELL 15 - RAW
5010010-041,4.2,U,2/10/2005,pCi/L,,UNK,37.6978861,-120.968768,MUNICIPAL,,116,100,DHS,5010010-041,WELL 039
5010010-041,5.3,U,11/4/2004,pCi/L,,UNK,37.6978861,-120.968768,MUNICIPAL,,116,100,DHS,5010010-041,WELL 039
5010010-041,9,U,6/19/1991,pCi/L,,UNK,37.6978861,-120.968768,MUNICIPAL,,116,100,DHS,5010010-041,WELL 039
5010010-041,3.09,U,4/7/1999,pCi/L,,UNK,37.6978861,-120.968768,MUNICIPAL,,116,100,DHS,5010010-041,WELL 039
5010010-029,12,U,8/1/1989,pCi/L,,UNK,37.6399395,-120.968768,MUNICIPAL,,,,DHS,5010010-029,WELL 027 - ABANDONED
5010010-175,1,U,6/11/1992,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,83,DHS,5010010-175,WELL 294 - VALLEY LIFT WEST
5010010-175,1,U,1/13/1993,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,83,DHS,5010010-175,WELL 294 - VALLEY LIFT WEST
5010010-175,2,U,9/10/1992,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,83,DHS,5010010-175,WELL 294 - VALLEY LIFT WEST
5010010-175,1,U,9/12/1990,pCi/L,,UNK,37.6399395,-120.889536,MUNICIPAL,,0,83,DHS,5010010-175,WELL 294 - VALLEY LIFT WEST
2400009-001,3.1,U,9/25/2006,pCi/L,,UNK,37.3502065,-120.572608,MUNICIPAL,,0,0,DHS,2400009-001,SYSTEM WELL-N. OF CENTER OF PROPERTY
5010010-226,5.34,U,5/5/1998,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,120,DHS,5010010-226,WELL 059
5010010-226,5.53,U,11/4/2004,pCi/L,,UNK,37.6399395,-120.929152,MUNICIPAL,,0,120,DHS,5010010-226,WELL 059
5010010-193,4.68,U,1/15/2004,pCi/L,,UNK,37.6399395,-120.968768,MUNICIPAL,,0,175,DHS,5010010-193,WELL 204 - TRASK - INACTIVE
